id	gender	subCategory	articleType	season	usage	image_path	gender_enc	subCategory_enc	articleType_enc	season_enc	usage_enc
23152	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/23152.jpg	0	1	4	0	1
9263	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/9263.jpg	0	1	4	0	0
15140	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/15140.jpg	0	1	4	0	0
13328	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/13328.jpg	0	1	4	0	0
57293	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/57293.jpg	0	1	4	1	0
9427	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/9427.jpg	0	1	4	0	1
8825	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/8825.jpg	0	1	4	0	0
44696	Women	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/44696.jpg	1	1	4	1	0
5990	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/5990.jpg	0	1	4	1	0
37809	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/37809.jpg	0	1	4	1	0
8854	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/8854.jpg	0	1	4	0	0
24561	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/24561.jpg	0	1	4	1	0
18891	Women	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/18891.jpg	1	1	4	0	1
25529	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/25529.jpg	0	1	4	1	0
14669	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/14669.jpg	0	1	4	0	0
48372	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/48372.jpg	0	1	4	1	0
16335	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/16335.jpg	0	1	4	0	1
12242	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/12242.jpg	0	1	4	0	1
41393	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/41393.jpg	0	1	4	1	0
8196	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/8196.jpg	0	1	4	1	0
22206	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/22206.jpg	0	1	4	1	0
26793	Men	Topwear	Shirts	Spring/Summer	Formal	../data/augmented_images/Shirts/26793.jpg	0	1	4	1	1
58394	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/58394.jpg	0	1	4	1	0
19426	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/19426.jpg	0	1	4	1	0
40255	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/40255.jpg	0	1	4	1	0
57274	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/57274.jpg	0	1	4	1	0
56817	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/56817.jpg	0	1	4	1	0
24697	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/24697.jpg	0	1	4	0	0
37787	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/37787.jpg	0	1	4	1	0
9231	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/9231.jpg	0	1	4	0	1
57295	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/57295.jpg	0	1	4	1	0
57283	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/57283.jpg	0	1	4	1	0
31658	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/31658.jpg	0	1	4	1	0
29609	Men	Topwear	Shirts	Spring/Summer	Formal	../data/augmented_images/Shirts/29609.jpg	0	1	4	1	1
8749	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/8749.jpg	0	1	4	0	0
14640	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/14640.jpg	0	1	4	0	0
25531	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/25531.jpg	0	1	4	1	0
18764	Women	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/18764.jpg	1	1	4	0	0
3013	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/3013.jpg	0	1	4	1	0
9456	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/9456.jpg	0	1	4	0	1
14044	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/14044.jpg	0	1	4	0	0
31029	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/31029.jpg	0	1	4	1	0
27155	Men	Topwear	Shirts	Spring/Summer	Formal	../data/augmented_images/Shirts/27155.jpg	0	1	4	1	1
14673	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/14673.jpg	0	1	4	0	0
15913	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/15913.jpg	0	1	4	0	1
13750	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/13750.jpg	0	1	4	0	0
17163	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/17163.jpg	0	1	4	0	0
13943	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/13943.jpg	0	1	4	1	0
13849	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/13849.jpg	0	1	4	0	0
37804	Men	Topwear	Shirts	Spring/Summer	Formal	../data/augmented_images/Shirts/37804.jpg	0	1	4	1	1
12827	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/12827.jpg	0	1	4	0	0
17559	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/17559.jpg	0	1	4	0	1
16385	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/16385.jpg	0	1	4	0	1
8153	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/8153.jpg	0	1	4	1	0
12008	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/12008.jpg	0	1	4	0	1
9240	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/9240.jpg	0	1	4	0	1
8896	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/8896.jpg	0	1	4	0	0
14516	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/14516.jpg	0	1	4	0	1
9657	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/9657.jpg	0	1	4	0	0
26076	Men	Topwear	Shirts	Spring/Summer	Formal	../data/augmented_images/Shirts/26076.jpg	0	1	4	1	1
19429	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/19429.jpg	0	1	4	0	0
9752	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/9752.jpg	0	1	4	0	0
8192	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/8192.jpg	0	1	4	1	0
22204	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/22204.jpg	0	1	4	1	0
13886	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/13886.jpg	0	1	4	0	0
30806	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/30806.jpg	0	1	4	1	0
29821	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/29821.jpg	0	1	4	1	0
31302	Men	Topwear	Shirts	Spring/Summer	Formal	../data/augmented_images/Shirts/31302.jpg	0	1	4	1	1
29288	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/29288.jpg	0	1	4	1	0
11168	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/11168.jpg	0	1	4	0	1
9623	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/9623.jpg	0	1	4	0	0
26072	Men	Topwear	Shirts	Spring/Summer	Formal	../data/augmented_images/Shirts/26072.jpg	0	1	4	1	1
9710	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/9710.jpg	0	1	4	0	0
11708	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/11708.jpg	0	1	4	0	0
17727	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/17727.jpg	0	1	4	0	0
22351	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/22351.jpg	0	1	4	0	0
12038	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/12038.jpg	0	1	4	0	1
33490	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/33490.jpg	0	1	4	1	0
26515	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/26515.jpg	0	1	4	1	0
27550	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/27550.jpg	0	1	4	1	0
17188	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/17188.jpg	0	1	4	0	0
51407	Men	Topwear	Shirts	Spring/Summer	Formal	../data/augmented_images/Shirts/51407.jpg	0	1	4	1	1
33067	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/33067.jpg	0	1	4	1	0
17165	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/17165.jpg	0	1	4	0	1
27176	Men	Topwear	Shirts	Spring/Summer	Formal	../data/augmented_images/Shirts/27176.jpg	0	1	4	1	1
8797	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/8797.jpg	0	1	4	0	0
16273	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/16273.jpg	0	1	4	0	0
14708	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/14708.jpg	0	1	4	0	1
23202	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/23202.jpg	0	1	4	0	0
51422	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/51422.jpg	0	1	4	1	0
9260	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/9260.jpg	0	1	4	0	1
15969	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/15969.jpg	0	1	4	0	0
30111	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/30111.jpg	0	1	4	1	0
12189	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/12189.jpg	0	1	4	0	0
17724	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/17724.jpg	0	1	4	0	0
26414	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/26414.jpg	0	1	4	1	0
9665	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/9665.jpg	0	1	4	0	0
17158	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/17158.jpg	0	1	4	0	0
17560	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/17560.jpg	0	1	4	0	1
26042	Men	Topwear	Shirts	Spring/Summer	Formal	../data/augmented_images/Shirts/26042.jpg	0	1	4	1	1
12006	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/12006.jpg	0	1	4	0	1
8778	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/8778.jpg	0	1	4	0	0
33322	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/33322.jpg	0	1	4	1	0
59441	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/59441.jpg	0	1	4	0	1
31642	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/31642.jpg	0	1	4	1	0
27891	Women	Topwear	Shirts	Spring/Summer	Formal	../data/augmented_images/Shirts/27891.jpg	1	1	4	1	1
13407	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/13407.jpg	0	1	4	1	0
26516	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/26516.jpg	0	1	4	1	0
4974	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/4974.jpg	0	1	4	1	0
8795	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/8795.jpg	0	1	4	0	0
5978	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/5978.jpg	0	1	4	1	0
15150	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/15150.jpg	0	1	4	0	0
27878	Women	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/27878.jpg	1	1	4	1	0
11465	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/11465.jpg	0	1	4	0	0
15976	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/15976.jpg	0	1	4	0	0
7051	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/7051.jpg	0	1	4	1	0
19825	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/19825.jpg	0	1	4	0	0
19425	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/19425.jpg	0	1	4	1	0
9607	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/9607.jpg	0	1	4	0	0
19186	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/19186.jpg	0	1	4	0	0
12912	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/12912.jpg	0	1	4	0	0
7149	Women	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/7149.jpg	1	1	4	0	0
26090	Men	Topwear	Shirts	Spring/Summer	Formal	../data/augmented_images/Shirts/26090.jpg	0	1	4	1	1
55595	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/55595.jpg	0	1	4	1	0
11696	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/11696.jpg	0	1	4	0	0
11070	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/11070.jpg	0	1	4	0	0
27153	Men	Topwear	Shirts	Spring/Summer	Formal	../data/augmented_images/Shirts/27153.jpg	0	1	4	1	1
16340	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/16340.jpg	0	1	4	0	1
11684	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/11684.jpg	0	1	4	0	0
20169	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/20169.jpg	0	1	4	0	0
12185	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/12185.jpg	0	1	4	0	0
7169	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/7169.jpg	0	1	4	0	0
14666	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/14666.jpg	0	1	4	0	0
12313	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/12313.jpg	0	1	4	0	1
17752	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/17752.jpg	0	1	4	0	0
14778	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/14778.jpg	0	1	4	0	1
59443	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/59443.jpg	0	1	4	0	1
20019	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/20019.jpg	0	1	4	0	0
9347	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/9347.jpg	0	1	4	0	0
30210	Men	Topwear	Shirts	Spring/Summer	Formal	../data/augmented_images/Shirts/30210.jpg	0	1	4	1	1
13887	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/13887.jpg	0	1	4	0	0
9470	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/9470.jpg	0	1	4	0	1
12040	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/12040.jpg	0	1	4	0	1
9072	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/9072.jpg	0	1	4	0	1
9252	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/9252.jpg	0	1	4	0	1
13894	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/13894.jpg	0	1	4	0	1
44656	Women	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/44656.jpg	1	1	4	0	0
9451	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/9451.jpg	0	1	4	0	1
6768	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/6768.jpg	0	1	4	1	0
27887	Women	Topwear	Shirts	Spring/Summer	Formal	../data/augmented_images/Shirts/27887.jpg	1	1	4	1	1
20131	Women	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/20131.jpg	1	1	4	0	0
12274	Men	Topwear	Shirts	Fall/Winter	Formal	../data/augmented_images/Shirts/12274.jpg	0	1	4	0	1
7139	Women	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/7139.jpg	1	1	4	0	0
39798	Men	Topwear	Shirts	Spring/Summer	Formal	../data/augmented_images/Shirts/39798.jpg	0	1	4	1	1
13402	Men	Topwear	Shirts	Spring/Summer	Casual	../data/augmented_images/Shirts/13402.jpg	0	1	4	1	0
37792	Men	Topwear	Shirts	Spring/Summer	Formal	../data/augmented_images/Shirts/37792.jpg	0	1	4	1	1
7170	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/7170.jpg	0	1	4	0	0
23077	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/23077.jpg	0	1	4	0	0
19189	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/19189.jpg	0	1	4	0	0
16461	Men	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/16461.jpg	0	1	4	0	0
18788	Women	Topwear	Shirts	Fall/Winter	Casual	../data/augmented_images/Shirts/18788.jpg	1	1	4	0	0
